"","year","variable","material","application","material1","type","forecast_type","method","exogenous_factor","value"
"2590",2022,"littering","PET","Other","Plastic","Outturn","NULL","NULL","NULL",2088.6076225107
"2591",2023,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2299.00255866494
"2592",2024,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1021.86191944801
"2593",2025,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1116.10913248331
"2594",2026,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1122.3669936051
"2595",2027,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1127.88163083837
"2596",2028,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1132.11027901497
"2597",2029,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1135.02834072591
"2598",2030,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1137.77862675564
"2599",2031,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1140.35340943947
"2600",2032,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1142.75560314336
"2601",2033,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1144.99127078114
"2602",2034,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1147.06253117531
"2603",2035,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1148.97529761295
"2604",2036,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1150.74025221432
"2605",2037,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1152.38728688671
"2606",2038,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1153.94794587868
"2607",2039,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1155.43524992473
"2608",2040,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1156.85822570045
"2609",2041,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1158.2221074458
"2610",2042,"littering","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1159.52071855533
"2611",2014,"Mechanical recycling","PET","Other","Plastic","Outturn","NULL","NULL","NULL",5733
"2612",2015,"Mechanical recycling","PET","Other","Plastic","Outturn","NULL","NULL","NULL",5733.901719
"2613",2016,"Mechanical recycling","PET","Other","Plastic","Outturn","NULL","NULL","NULL",5438.57363757042
"2614",2017,"Mechanical recycling","PET","Other","Plastic","Outturn","NULL","NULL","NULL",4977.49100538063
"2615",2018,"Mechanical recycling","PET","Other","Plastic","Outturn","NULL","NULL","NULL",5950.19404235407
"2616",2019,"Mechanical recycling","PET","Other","Plastic","Outturn","NULL","NULL","NULL",6569.06275676451
"2617",2020,"Mechanical recycling","PET","Other","Plastic","Outturn","NULL","NULL","NULL",6788.01351610244
"2618",2021,"Mechanical recycling","PET","Other","Plastic","Outturn","NULL","NULL","NULL",6365.10103627395
"2619",2022,"Mechanical recycling","PET","Other","Plastic","Outturn","NULL","NULL","NULL",10809.9229312757
"2620",2023,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",11391.1044838585
"2621",2024,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",10721.6659810816
"2622",2025,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",12934.9327945576
"2623",2026,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14284.6400796353
"2624",2027,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15723.8770586296
"2625",2028,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7045.20530192831
"2626",2029,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7634.21731900271
"2627",2030,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7680.3183255339
"2628",2031,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7718.10634273075
"2629",2032,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7747.09698651574
"2630",2033,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7767.12003522294
"2631",2034,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7785.94804235561
"2632",2035,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7803.57507847015
"2633",2036,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7820.02093195587
"2634",2037,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7835.32696241587
"2635",2038,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7849.50783056463
"2636",2039,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7862.60384745509
"2637",2040,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7874.68791637966
"2638",2041,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7885.96380411175
"2639",2042,"Mechanical recycling","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7896.6473020853
"2640",2014,"Mechanical recycling","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",69614
"2641",2015,"Mechanical recycling","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",69632.580654
"2642",2016,"Mechanical recycling","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",66042.5949718393
"2643",2017,"Mechanical recycling","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",60443.499408271
"2644",2018,"Mechanical recycling","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",72146.7751868557
"2645",2019,"Mechanical recycling","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",79649.914246121
"2646",2020,"Mechanical recycling","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",82304.6639118985
"2647",2021,"Mechanical recycling","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",77176.8500628866
"2648",2022,"Mechanical recycling","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",131070.315536785
"2649",2023,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",138117.141861585
"2650",2024,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",127256.052793219
"2651",2025,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",150515.765110922
"2652",2026,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",145704.026716288
"2653",2027,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",140899.516812211
"2654",2028,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",105382.082351276
"2655",2029,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",114191.772476093
"2656",2030,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",114884.761536002
"2657",2031,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",115450.007225214
"2658",2032,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",115883.65906298
"2659",2033,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",116183.170520749
"2660",2034,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",116464.806132661
"2661",2035,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",116728.477188581
"2662",2036,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",116974.479768058
"2663",2037,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",117203.432482984
"2664",2038,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",117415.55464546
"2665",2039,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",117611.449220677
"2666",2040,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",117792.206765051
"2667",2041,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",117960.875236618
"2668",2042,"Mechanical recycling","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",118120.682568749
"2669",2014,"Mechanical recycling","HDPE","Film","Plastic","Outturn","NULL","NULL","NULL",13978.3
"2670",2015,"Mechanical recycling","HDPE","Film","Plastic","Outturn","NULL","NULL","NULL",13978.3444446359
"2671",2016,"Mechanical recycling","HDPE","Film","Plastic","Outturn","NULL","NULL","NULL",13973.8211484079
